Created-At,From-User-Id,Text
1/9/2023,1.48E+18,@mun58866643 @hllryclrnd @griffinarks @TMCPoldaMetro pelaku sudah menyerahkan diri pak ?
1/9/2023,30648872,"@TMCPoldaMetro Biasanya yg begini ujung˛nya buang puntung rokok sembarangan ke jalan.
Diangganya jalan adalah asbak besar."
1/9/2023,171822015,"@TMCPoldaMetro Tetep aja, puntung rokoknya dibuang sembarangan"
1/9/2023,316867131,RT @TMCPoldaMetro: 17.43 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengendara Sepeda Motor yang menghisap rokok saat berkendara dika…
1/9/2023,116199777,RT @TMCPoldaMetro: 18.11 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengemudi Mobil yang menghisap rokok saat berkendara dikarenakan…
1/9/2023,171822015,@TMCPoldaMetro Lah buangnya tetep sembarang depan pak pol nya.
1/9/2023,245190023,@TMCPoldaMetro Tindak tegas saja pak
1/9/2023,116199777,RT @TMCPoldaMetro: 17.43 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengendara Sepeda Motor yang menghisap rokok saat berkendara dika…
1/9/2023,2336435876,"@TMCPoldaMetro Benci bgt saya juga pak sama orang yg ngerokok di mobil / motor.

Anak saya pernah kelilipan abu rokok perih ga ilang ilang."
1/9/2023,1.57E+18,RT @TMCPoldaMetro: 18.11 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengemudi Mobil yang menghisap rokok saat berkendara dikarenakan…
1/9/2023,46116474,"@TMCPoldaMetro Pak Pol, kan sdh ada pasal pidananya. Kok ga lgs ditangkap?"
1/9/2023,1.39E+18,RT @TMCPoldaMetro: 18.11 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengemudi Mobil yang menghisap rokok saat berkendara dikarenakan…
1/9/2023,57665601,"@TMCPoldaMetro Sundut aje mukanya pak pake puntung rokoknya, emang anak syetan tuh yg ngerokok smbil naek motor"
1/9/2023,1.49E+18,"RT @TMCPoldaMetro: Info Orang Hilang :
@Rini_Arida
https://t.co/y8UroFhsi3"
1/9/2023,2299360164,"@TMCPoldaMetro ?
Motor2 lawan arah & nyerobot lampu lalin tlg ditilang, Pak. Membahayakan pengendara lain."
1/9/2023,916027094,"@TMCPoldaMetro Lah kok dimatiin sih, ngak ada kata˛ mutiara 'anjing bacot loh gua anak sini nih ngak osah sok negur lu' ama 'bacot sok sehat lo'"
1/9/2023,1323760399,"RT @TMCPoldaMetro: Info Orang Hilang :
@Rini_Arida
https://t.co/y8UroFhsi3"
1/9/2023,121640063,"RT @infotolbsd: Info terkini pukul 18:02 WIb Ruas toll Serpong-PD.Aren lalulintas lancar, Dan untuk Exit KM 10 arah Pamulang/Ciater ada ant…"
1/9/2023,2925403554,"Info terkini pukul 18:02 WIb Ruas toll Serpong-PD.Aren lalulintas lancar, Dan untuk Exit KM 10 arah Pamulang/Ciater ada antrian kendaraan imbas  volume lalin di arteri cuaca cerah.
@TMCPoldaMetro @RadioElshinta @NusantaraInfra https://t.co/2Jh2o1FQp0"
1/9/2023,322379988,@TMCPoldaMetro Nah gini kan bagus.....
1/9/2023,64125259,@TMCPoldaMetro Lewat tiap hari kan @alfianriff
1/9/2023,1.58E+18,RT @TMCPoldaMetro: 17.43 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengendara Sepeda Motor yang menghisap rokok saat berkendara dika…
1/9/2023,79258973,"RT @TMCPoldaMetro: Info Orang Hilang :
@Rini_Arida
https://t.co/y8UroFhsi3"
1/9/2023,1.39E+18,RT @TMCPoldaMetro: 17.43 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengendara Sepeda Motor yang menghisap rokok saat berkendara dika…
1/9/2023,222841471,@TMCPoldaMetro Kalo saya yang negur si perokok malah lebih galak pak.
1/9/2023,1.41E+18,"@TMCPoldaMetro Kalau polisi yang negur, langsung kicep deh. Coba kalau sesama pengendara/pengguna jalan, pasti nantangin."
1/9/2023,121640063,"17.41: RT @TMCPoldaMetro : Situasi arus lalu lintas di Traffic Light Raden Inten Kalimalang Jaktim menuju arah Bekasi maupun arah Cawang terpantau ramai lancar.
#ElshintaNewsAndTalk https://t.co/cjECU1Xn1g"
1/9/2023,180696019,"17.37 #LalinSonora
Situasi arus lalu lintas di Traffic Light Matraman Jaktim menuju arah Jatinegara terpantau ramai lancar. @TMCPoldaMetro https://t.co/wH943A438n"
1/9/2023,116199777,RT @TMCPoldaMetro: 11.24 Kendaraan Bis Mogok di Jl Kramat Kwitang sebelum Traffic light Kwitang Jakpus. Situasi arus lalu lintas tersendat.…
1/9/2023,9.05E+17,"RT @TMCPoldaMetro: Info Orang Hilang :
@Rini_Arida
https://t.co/y8UroFhsi3"
1/9/2023,8.38E+17,RT @TMCPoldaMetro: 10.59 Pantauan situasi arus lalu lintas jelang siang hari di wilayah hukum Polresta Bandara Soekarno-Hatta baik akses ar…
1/9/2023,990940969,17.20 #Polri Satlantas Polrestro Depok Pengaturan & Membantu Penyebrangan Masyarakat depan Sdn Pndk Cina terpantau arus lalin di kedua arah ramai lancar @TMCPoldaMetro @NTMCLantasPolri https://t.co/pwnAj676MF
1/9/2023,1.21E+18,"RT @TMCPoldaMetro: Info Orang Hilang :
@Rini_Arida
https://t.co/y8UroFhsi3"
1/9/2023,990940969,17.05 Arus Lalulintas Simp Masjid Al Huda Jl.Tole Iskandar di semua arah terpantau ramai lancar @TMCPoldaMetro @NTMCLantasPolri https://t.co/NdCoyh3bx5
1/9/2023,121640063,"RT @jawir69: Kamera Tilang Elektronik sebaiknya dipasang di Stasiun Kebayoran Lama ini, tingkat pelanggarannya tinggi @TMCPoldaMetro @Sekke…"
